43.30127018922193,43.30127018922193,1
43.30127018922193,129.9038105676658,2
43.30127018922193,303.1088913245535,3
43.30127018922193,389.71143170299734,4
43.30127018922193,736.1215932167729,5
43.30127018922193,822.7241335952168,6
43.30127018922193,909.3266739736607,7
43.30127018922193,995.9292143521046,8
43.30127018922193,1082.5317547305485,9
129.9038105676658,1169.1342951089923,10
129.9038105676658,1255.736835487436,11
129.9038105676658,1342.33937586588,12
216.50635094610965,303.1088913245535,13
216.50635094610965,995.9292143521046,14
216.50635094610965,1342.33937586588,15
303.1088913245535,43.30127018922193,16
303.1088913245535,909.3266739736607,17
303.1088913245535,1082.5317547305485,18
303.1088913245535,1515.5444566227675,19
303.1088913245535,1602.1469970012113,20
389.71143170299734,43.30127018922193,21
389.71143170299734,822.7241335952168,22
389.71143170299734,1082.5317547305485,23
389.71143170299734,1255.736835487436,24
389.71143170299734,1428.9419162443237,25
476.3139720814412,1602.1469970012113,26
649.519052838329,43.30127018922193,27
649.519052838329,1602.1469970012113,28
736.1215932167729,43.30127018922193,29
736.1215932167729,216.50635094610965,30
736.1215932167729,303.1088913245535,31
736.1215932167729,389.71143170299734,32
736.1215932167729,476.3139720814412,33
736.1215932167729,649.519052838329,34
736.1215932167729,1602.1469970012113,35
822.7241335952168,303.1088913245535,36
822.7241335952168,389.71143170299734,37
822.7241335952168,476.3139720814412,38
909.3266739736607,562.9165124598851,39
1082.5317547305485,43.30127018922193,40
1169.1342951089923,43.30127018922193,41
1255.736835487436,216.50635094610965,42
